gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1.0,-0.4402778489254012,1,0,-0.7501424327394909,1,1,0,0,0,0,1,0,1,0.7091035746021762,-0.4615159849015806,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,-0.4402778489254012,1,1,0.3908964060762955,1,1,0,0,0,0,0,0,0,-1.3904105305796755,-0.5592039492535363,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0,-0.4402778489254012,0,0,-0.30187717463328906,1,1,0,0,0,0,1,1,1,0.9950231518715973,0.03577446354259387,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.4402778489254012,1,0,1.2874269222886991,1,0,0,0,0,0,0,0,0,-1.5067731492358352,-0.4658861197731773,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1.0,-0.4402778489254012,1,0,-0.4241313359349805,1,1,0,0,0,0,0,1,1,0.6758571121289877,-0.17981885678951276,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,-0.4402778489254012,0,0,-0.5463854972366718,1,0,0,0,0,0,0,0,1,-1.498461533617538,-0.8363102286116034,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0.0,-0.4402778489254012,1,1,1.1651727609870077,1,1,0,1,0,0,1,1,1,1.142969909877286,1.6460808781730376,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,-0.4402778489254012,1,0,-0.4241313359349805,1,0,0,0,1,0,1,0,1,0.739025390828046,-0.18999376676833146,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2.2712930083598994,1,0,1.5319352448920818,1,1,0,1,1,0,1,1,1,1.2693064672754022,2.12787721207246,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,-0.4402778489254012,0,0,-0.8316452069406185,1,0,0,0,0,0,0,1,1,0.5046378303920673,-0.5463363299093903,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.4402778489254012,1,0,-0.05736885202990629,1,0,1,0,0,1,0,1,1,-0.025643246055288827,-0.16346395810338554,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,-0.4402778489254012,0,0,-0.8723965940411823,1,0,0,0,0,0,1,1,1,0.004278570170580986,-0.6908156373309681,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,-0.4402778489254012,1,1,1.4504324706909542,1,1,0,0,0,0,0,0,0,-1.2973204356547479,-0.26260863407920687,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,2.2712930083598994,1,1,1.6134380190932094,1,1,1,1,1,1,1,1,1,0.8437517476185898,1.9579054512332343,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,2.2712930083598994,0,0,1.4096810835903903,1,1,1,1,1,1,1,1,1,1.7064974487978304,2.4538054022182645,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,-0.4402778489254012,0,0,1.124421373886444,1,0,1,0,1,1,1,1,1,1.3357993922217792,1.7461525524549553,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.4402778489254012,0,0,-1.2799104650468203,1,0,0,0,0,0,0,0,1,-0.6556637099222105,-0.9870357389052108,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,2.2712930083598994,0,1,-1.2799104650468203,1,0,0,0,0,0,0,0,1,0.20708199125703047,-0.9755806884084496,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,-0.4402778489254012,1,1,1.0429185996853163,0,0,1,1,1,0,1,0,0,-0.4910937206799274,0.28198079936411824,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,2.2712930083598994,1,1,0.5946533415791145,1,0,0,0,0,0,0,0,0,0.19212108314409557,0.4538727709802574,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.4402778489254012,0,0,-1.2799104650468203,1,0,0,0,0,0,0,1,1,0.49632621477377026,-0.9717402668546222,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,-0.4402778489254012,0,0,-1.2799104650468203,1,0,0,0,0,0,0,0,0,-1.4735266867626466,-0.9978948619194816,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,-0.4402778489254012,0,0,-0.4241313359349805,1,1,1,1,0,0,0,0,0,-0.1918755584212312,-0.45306264320551204,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,-0.4402778489254012,0,0,0.6354047286796782,1,0,1,0,1,1,0,0,1,-0.1469928340824267,0.27162931827937653,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.0,-0.4402778489254012,1,0,0.1871394705734765,1,0,0,0,0,0,0,0,1,-1.4934745642465599,-0.6901976384602372,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,-0.4402778489254012,0,0,-0.7908938198400547,1,0,0,0,0,0,0,0,1,-1.4901499179992408,-0.8948876930015923,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
1.0,-0.4402778489254012,0,0,0.4316477931768593,1,1,0,0,0,0,0,0,0,-1.2740479119235157,-0.5169151693849536,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.0,-0.4402778489254012,0,0,-1.0761535295440012,0,0,1,1,1,1,1,1,1,-0.04559112353920196,-0.8529520553448557,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,-0.4402778489254012,0,0,1.5726866319926456,0,0,1,1,1,1,1,0,0,-0.35977019391083287,0.7096360179098697,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,2.2712930083598994,1,1,-1.2799104650468203,1,0,0,0,0,0,0,0,1,0.14890068192895065,-0.9763531869968632,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,-0.4402778489254012,1,1,1.6134380190932094,1,1,1,1,0,0,1,0,1,1.0083217368608723,2.0138343490343766,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,2.2712930083598994,0,0,-1.0761535295440012,1,0,1,0,0,0,0,0,1,0.3101460249239145,-0.8078822805579842,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,-0.4402778489254012,1,1,-0.8316452069406185,0,0,0,1,0,1,0,0,0,-0.9731674265411603,-0.8161149083716488,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,-0.4402778489254012,0,0,-0.30187717463328906,1,0,0,0,0,0,0,0,0,0.20541966813337115,-0.22676469957681739,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.4402778489254012,1,0,-0.4648827230355443,1,0,0,0,1,1,0,0,0,0.47970298353717605,-0.2377562509205304,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,-0.4402778489254012,1,1,-1.0761535295440012,1,0,0,0,0,1,0,0,1,-0.5309894756477537,-0.8756635138442147,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,-0.4402778489254012,1,0,-0.505634110136108,1,0,0,0,0,0,1,1,1,0.805518315774423,-0.20332488526552564,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,-0.4402778489254012,1,0,-0.5871368843372357,1,1,1,0,0,0,1,1,1,1.1512815254955833,-0.23753553703812652,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,-0.4402778489254012,0,0,0.4316477931768593,1,0,0,1,0,1,0,0,0,-0.30990050020105014,0.07203775442155085,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,-0.4402778489254012,1,1,0.1056366963723489,1,1,0,0,0,0,0,0,1,-1.308956697520364,-0.5876539686953961,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0.0,-0.4402778489254012,0,0,-1.2799104650468203,1,0,0,0,1,0,0,0,0,0.29019814744000166,-0.9744771189964303,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2.2712930083598994,1,0,-0.01661746492934249,1,1,0,1,1,0,0,1,1,0.9551273969037711,0.3044715439810734,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,-0.4402778489254012,0,0,0.7984102770819335,0,0,1,1,1,1,1,1,0,-0.028967892302607722,0.46521746453581664,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,-0.4402778489254012,0,0,-0.01661746492934249,1,0,0,0,0,0,1,1,1,0.0026162470469211843,-0.11923289606964864,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,-0.4402778489254012,1,1,1.6134380190932094,0,0,1,1,1,1,1,1,1,-0.032292538549926614,1.0608580189791588,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,-0.4402778489254012,0,0,0.7576588899813697,0,0,1,0,0,1,0,1,1,-0.6756115874061234,-0.043925319393445864,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,-0.4402778489254012,1,1,1.4504324706909542,1,0,0,0,0,0,0,0,1,-1.4901499179992408,-0.43163132522409564,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.0,2.2712930083598994,1,0,-0.9946507553428736,0,0,0,1,1,0,0,1,1,-0.7121826961266308,-0.8429757878602006,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,-0.4402778489254012,1,0,0.676156115780242,0,0,0,1,0,0,1,1,0,-0.5027299825455435,0.056874710700404556,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,-0.4402778489254012,1,0,1.6134380190932094,1,0,1,1,1,1,1,1,0,0.6758571121289877,1.7102424037878443,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,-0.4402778489254012,0,0,-0.9538993682423098,1,1,0,0,0,0,1,1,1,1.021620321850148,-0.6409342999076919,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,-0.4402778489254012,1,0,-0.1796230133315977,1,0,1,0,0,0,1,1,1,0.9168939650596042,0.14207026930830094,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,-0.4402778489254012,0,0,0.8799130512830611,1,0,1,0,1,0,1,0,0,0.8321154857529737,1.0532213186479844,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,-0.4402778489254012,0,0,-0.8723965940411823,1,0,0,1,0,0,0,0,1,0.32510693303684945,-0.6428545106846056,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,-0.4402778489254012,1,1,0.7169075028808058,1,0,0,0,1,1,1,1,0,1.2726311135227208,1.2679759262269563,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,-0.4402778489254012,1,0,1.491183857791518,1,1,1,1,1,1,1,1,1,1.7031728025505117,2.605215125547324,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,-0.4402778489254012,0,0,-1.2799104650468203,1,0,0,0,0,0,0,0,1,0.17051088253652336,-0.9760662589497381,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,-0.4402778489254012,1,1,1.4504324706909542,1,0,1,1,0,1,0,1,0,1.0083217368608723,1.943316263606338,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,-0.4402778489254012,0,1,0.3093936318751679,0,0,1,1,0,1,0,0,0,-0.815246729793515,-0.3165069641622336,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,-0.4402778489254012,1,1,-0.05736885202990629,1,1,0,0,0,0,0,0,0,-1.2973204356547479,-0.6733792406210618,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,2.2712930083598994,0,1,0.02413392217122131,1,1,0,1,1,0,1,1,1,1.3490979772110543,0.5226472167373055,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2.2712930083598994,1,0,0.9206644383836249,1,1,0,1,1,1,1,1,1,1.6233812926148592,1.770850435895949,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,-0.4402778489254012,1,1,1.4504324706909542,1,1,0,0,0,0,0,0,1,-1.3555017449828277,-0.27225383074025633,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.0,-0.4402778489254012,1,1,-0.8316452069406185,1,0,0,0,0,0,0,0,0,-1.5084354723594946,-0.9194752195013842,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.4402778489254012,1,0,1.5726866319926456,1,0,1,1,1,1,1,1,1,0.7091035746021762,1.6619060635413954,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,-0.4402778489254012,0,0,0.3093936318751679,1,1,0,1,1,0,1,1,1,1.2593325285334458,0.8065294122851714,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.4402778489254012,1,1,1.2874269222886991,1,1,0,1,1,0,0,1,1,0.9335171962961983,1.6331470446641703,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,-0.4402778489254012,1,0,0.8391616641824973,1,1,0,1,0,1,0,1,0,1.096424862414822,1.2192864437686612,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,2.2712930083598994,0,0,-0.8316452069406185,1,0,0,1,1,1,0,0,1,0.6326367109138428,-0.5523618188990161,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,2.2712930083598994,0,0,0.8391616641824973,0,0,0,1,1,0,1,1,1,-0.3431469626742386,0.2531555663221721,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,-0.4402778489254012,1,0,1.6134380190932094,1,1,1,1,1,0,1,0,1,1.1030741549094598,2.1335054160737585,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,-0.4402778489254012,0,0,0.5539019544785507,1,0,0,0,0,0,0,0,0,-1.4901499179992408,-0.6065250056409275,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0,-0.4402778489254012,0,0,0.3093936318751679,1,1,0,0,0,0,0,0,1,-1.3355538674989145,-0.5769934881752888,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1.0,-0.4402778489254012,0,0,-0.8316452069406185,0,0,1,1,0,1,1,0,1,-0.45950958133039826,-0.7395271911775035,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.4402778489254012,0,0,-0.9538993682423098,1,0,1,0,0,0,0,0,0,0.36001571863369725,-0.714895521901231,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,-0.4402778489254012,1,1,0.7576588899813697,1,1,0,0,0,1,0,0,1,0.5312350003706181,0.8103919052272393,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,-0.4402778489254012,1,1,0.676156115780242,1,0,0,1,1,0,1,0,1,0.852063363236887,0.977141243383368,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,2.2712930083598994,1,0,0.3501450189757317,1,1,0,0,1,0,1,1,1,1.1645801104848583,0.8732512189358635,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,-0.4402778489254012,0,0,0.9614158254841887,1,0,1,0,1,1,0,0,1,-0.1503174803297456,0.44217493521285195,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1.0,-0.4402778489254012,0,0,-1.1576563037451288,1,0,0,0,0,0,0,0,1,-1.4818383023809438,-0.9823345332100083,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,-0.4402778489254012,1,0,-0.505634110136108,1,0,1,0,0,1,0,1,1,-0.020656276684310367,-0.4443444448505589,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,-0.4402778489254012,1,1,-0.2611257875327253,1,0,0,0,0,0,0,0,1,-1.4801759792572844,-0.7888788152830104,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,-0.4402778489254012,1,1,-0.505634110136108,1,1,0,1,1,0,1,1,1,1.3657212084476484,-0.01827836625811544,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.4402778489254012,0,0,-1.0354021424434374,1,1,0,0,0,0,0,0,0,0.35502874926271927,-0.7947056617784727,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,-0.4402778489254012,0,0,-1.0354021424434374,1,1,0,0,0,0,1,1,1,0.9667636587693869,-0.7263505723979922,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,-0.4402778489254012,0,0,0.7576588899813697,1,0,0,1,1,0,1,1,1,1.1379829405063078,1.2170572335563818,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,-0.4402778489254012,0,0,-1.1576563037451288,1,1,0,1,0,0,0,0,1,0.5162740922576832,-0.8638111783591265,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.4402778489254012,0,0,-1.2799104650468203,1,0,0,0,0,0,0,0,0,-1.5034485029885165,-0.9982921469078084,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,-0.4402778489254012,1,1,-0.22037440043216147,1,1,1,1,0,1,1,0,0,1.1961642498343874,0.22622847266889914,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,-0.4402778489254012,0,0,-0.4241313359349805,1,1,1,0,0,0,1,1,1,1.1961642498343874,-0.08213089243755699,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,-0.4402778489254012,0,0,-0.8316452069406185,1,0,0,1,0,1,0,0,1,-0.3664194864054707,-0.720589940067251,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.4402778489254012,1,1,-1.1984076908456927,0,0,0,0,0,1,0,0,1,-1.1227765076705083,-0.9649643506648231,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.4402778489254012,1,1,0.06488530927178511,1,1,0,0,0,0,0,0,1,-1.3023074050257262,-0.6020665852163691,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1.0,-0.4402778489254012,1,0,-0.34262856173385287,1,1,1,0,0,1,0,0,1,-0.21348575902880365,-0.4123630032902372,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,-0.4402778489254012,0,0,0.7576588899813697,1,1,0,0,1,0,0,0,0,0.5063001535157268,0.8657690183223722,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,2.2712930083598994,0,0,-0.7501424327394909,0,0,0,0,0,0,1,1,1,-0.6124433087070653,-0.7099736023236245,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,-0.4402778489254012,1,0,1.0836699867858801,1,1,1,1,1,1,1,1,0,1.6283682619858377,1.889395862135071,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,-0.4402778489254012,0,0,-1.1984076908456927,1,0,0,1,1,0,0,1,0,0.852063363236887,-0.8884207762471588,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,-0.4402778489254012,1,1,1.328178309389263,1,1,1,0,1,1,1,1,0,1.480421503980149,2.23207623595533,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,2.2712930083598994,0,0,-1.116904916644565,1,0,0,0,0,0,0,0,1,0.1821471444021391,-0.8604121845701068,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.4402778489254012,1,1,1.0836699867858801,1,1,1,1,1,1,1,1,0,0.8487387169895679,1.285875822089911,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,-0.4402778489254012,1,1,1.6134380190932094,0,0,1,1,1,1,1,1,1,0.01591483203619676,0.9701666846994058,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,-0.4402778489254012,1,1,1.2059241480875715,1,0,0,1,1,0,1,1,1,1.1762163723504746,1.7667010149067561,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,-0.4402778489254012,0,0,-0.1796230133315977,1,1,1,1,0,0,0,1,1,0.9883738593769595,0.167010938019939,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,-0.4402778489254012,0,0,-1.1984076908456927,1,0,0,0,0,1,0,1,0,-0.13701889534047026,-0.9200049328191534,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,-0.4402778489254012,0,1,-0.5463854972366718,1,1,0,0,0,0,0,0,1,-1.3521770987355088,-0.8130469854062349,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,-0.4402778489254012,0,0,-1.2799104650468203,1,0,0,0,0,0,0,0,1,-1.5051108261121757,-0.9983142182960489,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,-0.4402778489254012,0,0,-0.34262856173385287,1,0,0,1,1,1,0,0,1,0.7041166052311982,-0.07676754509514275,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,2.2712930083598994,0,0,1.0021672125847525,1,0,0,0,1,1,0,0,1,-0.3747311020237678,0.33316434869357736,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,-0.4402778489254012,0,0,1.6134380190932094,1,1,0,0,0,0,0,0,0,-1.3072943743967043,-0.18301920808436897,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1.0,-0.4402778489254012,0,0,1.4096810835903903,1,0,0,0,0,0,0,0,0,-1.4718643636389874,-0.3752609996581455,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.0,-0.4402778489254012,1,1,0.7984102770819335,1,0,0,0,0,0,0,0,1,-1.4602281017733714,-0.5338880669418118,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1.0,-0.4402778489254012,1,1,1.5726866319926456,1,1,1,1,1,1,1,1,0,0.8354401320002928,1.8434432318185838,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,-0.4402778489254012,1,0,-0.2611257875327253,1,1,0,0,0,0,0,0,0,-1.2890088200364507,-0.7049633971930565,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,-0.4402778489254012,0,0,0.1056366963723489,1,1,1,1,1,1,1,1,1,1.6100827076255841,0.7208482831359867,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,-0.4402778489254012,1,1,0.9206644383836249,1,0,0,0,0,0,0,0,1,0.14225138943431287,0.6893082693404726,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,-0.4402778489254012,1,1,0.02413392217122131,1,0,0,0,0,0,0,0,0,-1.4851629486282627,-0.7110109575709227,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1.0,-0.4402778489254012,1,0,1.6134380190932094,1,1,1,1,1,0,1,1,1,1.492057765845765,2.471639083916498,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,-0.4402778489254012,0,1,-1.2799104650468203,1,0,0,0,0,0,0,0,1,-1.5150847648541323,-0.9984466466254913,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,-0.4402778489254012,0,0,-0.913147981141746,0,0,0,0,0,0,0,1,1,-1.0263617664982618,-0.8751779433029261,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,2.2712930083598994,1,0,0.1871394705734765,1,0,0,0,1,1,1,0,0,0.8387647782476114,0.48146200628074204,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,-0.4402778489254012,0,0,-0.8316452069406185,0,0,0,1,0,1,0,0,0,-1.023037120250943,-0.8116123451706097,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,-0.4402778489254012,1,1,-1.2799104650468203,1,0,0,0,0,0,0,0,0,-1.4751890098863063,-0.9979169333077219,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1.0,-0.4402778489254012,1,0,1.2059241480875715,0,0,1,1,0,1,0,0,1,-0.870103392874276,0.028468834035025675,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,-0.4402778489254012,0,0,-1.2799104650468203,0,0,0,0,0,0,0,0,0,-1.313943666891342,-0.9957760086484043,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.4402778489254012,0,0,-0.5871368843372357,1,1,1,0,1,0,0,0,1,-0.1386812184641296,-0.49647706387435464,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,2.2712930083598994,1,0,1.491183857791518,1,1,0,1,0,0,1,0,1,0.8371024551239521,1.7048349136689493,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,-0.4402778489254012,0,0,-1.2391590779462565,1,0,0,1,0,0,0,0,1,0.33175622553148726,-0.9430033193656374,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,-0.4402778489254012,1,1,-0.5463854972366718,1,0,0,0,0,0,0,0,0,-1.4685397173916683,-0.8237516087028228,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,-0.4402778489254012,0,0,-0.8316452069406185,1,1,0,0,0,0,1,0,1,0.6542469115214156,-0.5392072715077452,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,-0.4402778489254012,0,0,-0.9538993682423098,1,0,0,0,0,0,0,0,0,-1.4751890098863063,-0.9266704920677505,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,-0.4402778489254012,0,0,-0.22037440043216147,1,0,1,0,1,1,1,1,0,0.5628191397201472,-0.030241058684405513,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,-0.4402778489254012,0,1,-0.22037440043216147,1,1,0,0,0,1,0,0,1,0.48967692227913245,-0.04436674715825362,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,-0.4402778489254012,1,1,-1.2799104650468203,1,0,0,0,0,0,1,1,0,0.8105052851454014,-0.9675687744771889,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,2.2712930083598994,0,0,-0.34262856173385287,1,0,0,0,0,0,0,0,1,-1.4785136561336252,-0.8038873592864739,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,2.2712930083598994,0,0,-0.7501424327394909,1,1,0,0,0,0,0,0,1,0.338405518026125,-0.5492718245453619,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,2.2712930083598994,0,0,-0.01661746492934249,1,0,0,1,0,0,0,0,1,0.3201199636658715,-0.0018131106307863617,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,-0.4402778489254012,0,0,-0.8723965940411823,1,0,0,0,0,0,0,0,0,-1.4884875948755816,-0.9133614449587969,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1.0,-0.4402778489254012,0,0,-1.2799104650468203,1,1,0,0,0,0,0,0,1,-1.3222552825096392,-0.9958863655896063,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,2.2712930083598994,0,1,0.2278908576740403,1,1,1,0,0,0,0,0,1,0.5212610616286616,0.38915946065944085,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.4402778489254012,1,1,-0.9538993682423098,1,0,0,0,0,0,0,0,0,-1.4967992104938788,-0.9139353010530469,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1.0,-0.4402778489254012,1,1,0.8799130512830611,1,1,1,1,0,1,0,0,1,0.029213417025472338,0.5675183490300134,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,-0.4402778489254012,0,0,-0.13887162623103388,1,1,0,0,0,0,1,1,1,0.20708199125703047,-0.08870816613319256,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1.0,2.2712930083598994,1,0,0.4723991802774231,1,1,0,0,1,0,1,0,1,0.8121676082690608,0.7765343956664846,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,-0.4402778489254012,1,1,1.0836699867858801,1,0,1,1,1,1,1,1,1,0.7307137752097489,1.2823223285832084,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,-0.4402778489254012,0,0,-1.1984076908456927,1,0,0,0,0,0,0,1,1,-0.3148874695720286,-0.9203360036427592,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
